Date,Hour,DA_DEMD,DEMAND,DA_LMP,DA_EC,DA_MLC,RT_LMP,RT_EC,SYSLoad,RegCP
17,7,14577,15729,75.95,74.2,1.75,62.95,61.55,15916,64
17,8,15692,16549,73.51,72.95,1.72,62.95,61.55,16730,45
17,9,16283,17468,88.81,86.74,2.07,79.77,78.03,17552,41
17,10,16555,17977,103.11,100.71,2.4,89.06,87.31,18140,49
17,11,16845,18018,90.19,89.14,2.12,74.02,72.63,18212,66.3
17,12,16620,17724,86.23,85.59,2.03,75.55,74.08,17933,61.05
17,13,16401,17160,78.85,78.96,1.88,57.58,56.51,17336,51.29
17,14,16281,16647,75.07,75.06,1.79,54.83,53.89,16824,46.35
17,15,16201,16306,70.95,70.64,1.67,52.58,51.72,16474,40.98
17,16,16160,16295,70.08,69.79,1.66,50.99,50.18,16478,57.24
17,17,16817,17202,85.2,84.61,2.03,62.93,61.83,17421,60
17,18,17542,18545,121.09,118.25,2.84,72.22,70.78,18769,51
17,19,17538,18462,121.09,118.27,2.82,58.87,57.75,18662,51
17,20,17351,17915,105.66,103.21,2.45,52.1,51.2,18091,42
17,21,16847,17326,86.23,85.58,2.02,59.8,58.76,17499,55
17,22,16251,16558,78.85,78.97,1.86,55.57,54.6,16762,43
17,23,15673,15476,71.19,70.82,1.7,53.06,52.16,15680,54
17,24,14671,14352,66.18,64.62,1.56,51.66,50.75,14636,66.76
18,1,12369,13420,55.85,54.56,1.29,50.51,49.67,13592,58
18,2,11990,12894,54.59,53.33,1.26,49.58,48.83,13062,52.09
18,3,11742,12574,52.35,51.14,1.21,48.19,47.5,12734,49.95
18,4,11680,12413,51.95,50.74,1.21,46.81,46.12,12586,49.57
18,5,11743,12413,51.95,50.74,1.21,46.22,45.55,12578,49.57
18,6,11981,12637,53.84,52.58,1.26,46.29,45.6,12789,41
18,7,12402,13151,55.06,53.78,1.28,47.57,46.9,13316,52
18,8,13575,13894,57.73,56.37,1.36,51.83,51.14,14053,48
18,9,14567,14932,62.99,61.51,1.48,66.65,65.65,15150,43
18,10,15520,15828,70.07,68.42,1.65,55.44,54.58,16027,66.02
18,11,15615,16352,71.93,70.24,1.69,66.71,65.49,16620,51
18,12,15535,16663,69.25,67.62,1.63,73.37,71.97,16900,40
18,13,15370,16741,64.55,63.03,1.52,71.84,70.44,16974,49
18,14,15240,16578,61.76,60.32,1.44,59.47,58.33,16803,62
18,15,15046,16371,59.09,57.71,1.38,55.67,54.64,16583,52
18,16,15159,16268,59.37,57.98,1.39,56.33,55.32,16493,63
18,17,15741,16922,77.67,75.85,1.82,76.07,74.74,17145,49
18,18,16722,17738,103.11,100.68,2.43,88.02,86.59,17969,53
18,19,16627,17743,96.87,94.61,2.26,81.61,80.24,17956,63
18,20,16365,17464,88.81,86.74,2.07,86.38,84.82,17673,63
18,21,15820,16867,85.03,83.05,1.98,78.79,77.3,17069,54
18,22,15485,16000,69.34,67.74,1.6,55.9,54.93,16172,64.96
18,23,14184,14906,61.04,59.63,1.41,53.75,52.87,15064,67
18,24,12843,13855,55.64,54.35,1.29,53.69,52.81,14013,62
19,1,12604,13116,55.04,53.71,1.33,50.69,49.9,13281,54.25
19,2,12086,12756,52.12,50.86,1.26,51.49,50.71,12926,51.39
19,3,12031,12643,51.92,50.67,1.25,59.5,58.54,12772,50.66
19,4,12029,12681,51.92,50.67,1.25,52.92,52.09,12818,50.66
19,5,12348,12990,53.22,51.94,1.28,56.94,56.01,13158,61
19,6,13084,13938,55.56,54.22,1.34,61.75,60.68,14123,50.8
19,7,14639,15429,58.75,57.34,1.41,77.85,76.6,15610,50.71
19,8,16289,16598,65.55,63.98,1.57,73.8,72.69,16776,51.11
19,9,17012,17390,77.28,75.4,1.88,81.42,79.96,17504,62.87
19,10,17352,17914,78.02,76.12,1.9,74.59,73.08,18045,63.86
19,11,17417,18226,83.02,81.41,2.03,96.15,93.11,18445,52.96
19,12,17429,18246,82,80.51,2,104.12,99.61,18452,49.89
19,13,17294,18048,77.72,76.7,1.9,87.9,85.3,18366,46
19,14,17038,17834,75,74.26,1.85,87.14,83.43,18060,67
19,15,16965,17659,73.34,72.69,1.8,60.37,59.16,17940,65
19,16,16927,17731,72.36,71.81,1.78,63.54,62.27,17972,40
19,17,17993,18675,85.66,83.77,2.09,83.5,81.2,18922,63
19,18,19210,20402,103.5,100.99,2.51,126.26,119.93,20596,49
19,19,18821,20466,103.3,100.22,2.47,137.61,129.77,20698,55
19,20,18491,20027,93.67,90.98,2.25,106.07,101.24,20372,48
19,21,17831,19245,88.85,86.31,2.12,98.67,94.18,19598,46
19,22,17025,18069,77.81,75.57,1.84,88.96,84.81,18346,59.59
19,23,15649,16532,71.35,70.77,1.73,54.27,53.15,16820,60.72
19,24,14077,15155,60.18,58.74,1.44,74.24,69.43,15393,53.42
20,1,13320,14271,59.76,58.33,1.41,110.44,99.65,14429,55
20,2,13035,13826,58.31,56.92,1.39,90.65,87.11,13980,51.24
20,3,12919,13652,57.87,56.48,1.39,69.98,67.95,13858,51.73
20,4,12890,13660,58.27,56.88,1.39,77.6,74.76,13868,51.29
20,5,13278,13996,59.9,58.46,1.44,103.88,98.05,14197,42
20,6,13967,15185,63.33,61.83,1.5,115.64,108.91,15398,50.64
20,7,15227,17482,75,73.23,1.77,110.29,104.27,17630,60.26
20,8,16857,18746,78.66,76.2,1.83,80.34,77.14,18975,58.55
20,9,17004,18848,85.55,82.18,1.96,79.5,75.91,19187,61.96
20,10,17052,18778,88.71,85.51,2.03,76.51,73.31,19008,63.69
20,11,17065,18721,87.29,84.28,2,78.55,75.01,19047,63.69
20,12,17050,18602,87.11,84.12,2.01,100.41,94.21,18794,63.69
20,13,16874,18386,85.05,82.34,1.97,71.78,69.14,18720,61.02
20,14,16822,18248,79.88,77.88,1.85,67.47,65.31,18505,51.86
20,15,16678,18056,76.82,74.95,1.78,62.09,60.5,18286,46.49
20,16,16850,18102,81.58,78.98,1.89,70.89,68.4,18334,60.64
20,17,17548,18966,90.27,88.15,2.12,89.12,84.52,19187,52
20,18,18289,20652,109.79,107.22,2.57,109.5,103.32,20895,60
20,19,18283,20748,107.98,105.09,2.51,105.62,99.79,21050,44
20,20,17884,20348,103.27,99.82,2.37,89.42,85.23,20670,40
20,21,17608,19644,98.4,93.99,2.23,78.28,74.91,19974,64.16
20,22,16735,18477,86.01,82.05,1.94,52.2,50.94,18742,53.35
20,23,15694,16826,71.32,68.45,1.61,53.89,52.49,17199,40
20,24,13850,15386,68.24,65.53,1.55,61.91,59.74,15665,55.47
21,1,14572,14515,61.13,59.21,1.42,60.16,58.32,14743,50.02
21,2,14342,14069,59.24,57.54,1.4,57.32,55.84,14300,44
21,3,14179,13892,58.6,56.94,1.38,55.36,53.96,14075,47
21,4,14132,13912,57.77,56.22,1.37,56.82,55.35,14139,58
21,5,14598,14197,60.35,58.5,1.43,57.27,55.82,14414,58
21,6,15334,15361,61.13,59.18,1.43,61.44,59.69,15627,62
21,7,16723,17675,73.16,70.27,1.69,86.22,82.1,17921,52.04
21,8,18311,18922,73.17,70.78,1.7,65.53,63.76,19135,55.7
21,9,18403,18976,73.5,70.48,1.68,60.48,61.22,19221,50.95
21,10,18357,18875,77.47,74.25,1.77,64.35,68.69,19129,53.62
21,11,18310,18774,75.69,72.75,1.73,63.94,62.41,19025,51.97
21,12,18165,18501,73.13,70.33,1.68,59.46,58.1,18742,46.39
21,13,18078,18175,71.75,69.06,1.64,56.04,54.82,18410,43.3
21,14,17879,17931,67.04,64.98,1.53,57.28,56.07,18176,53
21,15,17627,17675,62.03,60.6,1.43,55.17,54.09,17901,57
21,16,17719,17684,63,61.48,1.46,52.14,51.14,17912,53
21,17,18820,18515,77.27,74.57,1.79,57.9,56.68,18767,55.35
21,18,19567,20159,102.64,97.54,2.35,68.57,66.97,20423,59.65
21,19,19556,20315,101.26,96.2,2.3,59.32,57.95,20570,57.6
21,20,19348,19931,90.38,85.9,2.05,59.58,58.22,20191,51.06
21,21,18756,19267,84.32,80.71,1.92,62.08,60.69,19516,45.21
21,22,17867,18184,73,70.21,1.67,56.56,55.37,18407,49.29
21,23,16672,16584,59.78,58.32,1.38,51.43,50.28,16780,47
21,24,14907,15212,59.16,57.79,1.37,53.26,52.1,15374,51
22,1,13481,14313,53.96,52.69,1.27,52.43,51.28,14493,41.29
22,2,13189,13874,52.72,51.47,1.25,54.59,53.37,14061,65
22,3,12957,13665,51.34,50.12,1.22,51.84,50.73,13840,44
22,4,12957,13569,51.81,50.58,1.23,50.92,49.84,13744,65
22,5,13223,13844,52.44,51.2,1.24,51.76,50.68,14016,45
22,6,13890,14983,55.78,54.47,1.31,57.33,56.12,15187,49
22,7,15960,17237,73.05,71.32,1.73,80.87,79.04,17433,43.65
22,8,17525,18604,70.84,69.18,1.66,60.94,59.55,18827,44
22,9,17642,18735,70.52,68.88,1.64,56.16,54.86,18974,50
22,10,17583,18709,70.52,68.88,1.64,67.89,66.3,18955,47
22,11,17484,18740,69.92,68.22,1.63,72.94,70.76,19003,62
22,12,17319,18573,67.63,66.06,1.57,67.61,65.65,18827,46
22,13,16970,18259,65.73,64.2,1.53,57.39,56.1,18509,50
22,14,16883,18014,62.78,61.32,1.46,58.78,57.49,18248,46
22,15,16622,17699,60.35,58.95,1.4,54.06,52.94,17924,51
22,16,16570,17687,60.6,59.18,1.42,56.16,54.97,17927,58
22,17,17938,18420,72.63,70.92,1.71,65.84,64.31,18682,50
22,18,18749,19791,89.99,89.91,2.17,74.48,72.68,20055,56.2
22,19,18773,19811,87.51,87.96,2.11,67.96,66.26,20057,52.96
22,20,18442,19420,82.95,82.4,1.98,64.85,63.17,19663,43.77
22,21,18252,18788,74.51,72.77,1.74,59.47,58.03,19045,57
22,22,16708,17698,66.45,64.91,1.54,53.58,52.37,17935,53.34
22,23,15033,16141,57.8,56.46,1.34,41.02,40.16,16362,47.91
22,24,13690,14784,56.81,55.5,1.31,52.52,51.4,14977,49.64
23,1,13219,13967,55.75,54.46,1.29,56.77,55.55,14177,63
23,2,12740,13643,55.23,53.96,1.27,55.62,54.46,13809,51
23,3,12464,13491,54.13,52.88,1.25,54.52,53.41,13674,41
23,4,12586,13528,53.97,52.72,1.25,54.53,53.43,13712,46
23,5,12987,13886,55.73,54.43,1.3,55.35,54.22,14067,55
23,6,14293,15085,59.66,58.28,1.38,64.3,62.88,15289,47
23,7,16638,17413,76.27,74.49,1.78,85.6,83.57,17639,48.86
23,8,17770,18730,79.98,78.14,1.84,74.98,73.27,18973,54.47
23,9,17959,18930,79.98,78.15,1.83,79.08,77.22,19181,54.47
23,10,17993,18954,80.24,78.4,1.84,69.07,67.47,19219,59
23,11,18040,18971,79.87,77.12,1.81,69.71,67.93,19244,47
23,12,17638,18857,77.56,74.66,1.75,77.2,74.14,19138,65
23,13,17495,18629,73.45,70.55,1.65,81.73,77.67,18909,50
23,14,17185,18477,70.35,67.72,1.58,74.16,71.38,18747,63
23,15,17043,18274,68.25,65.9,1.55,61.17,59.53,18524,43
23,16,17195,18308,69.5,67,1.58,71.8,69.2,18571,67
23,17,18800,18974,80.66,77.6,1.83,89.45,85.03,19249,51
23,18,19584,20384,102.12,96.2,2.28,115.45,108.27,20666,44.73
23,19,19445,20388,96.14,91.01,2.14,105.28,98.91,20655,43.76
23,20,19263,19887,87.8,83.81,1.98,86.66,82.42,20148,44
23,21,18723,19278,81.72,78.51,1.85,84.51,80.7,19539,55
23,22,17059,18423,75.12,71.83,1.68,100.74,95.04,18665,43.09
23,23,15396,17202,63.45,62.01,1.44,111.65,104.75,17424,44.73
23,24,13735,15902,62.09,60.67,1.42,109.98,107.06,16095,43.04
24,1,13974,15007,69.21,67.62,1.59,92.79,91.01,15163,50.39
24,2,13713,14502,63.59,62.12,1.47,85.78,84.17,14662,45.07
24,3,13548,14257,62.07,60.63,1.44,66.7,65.53,14415,46.03
24,4,13441,14148,61.95,60.52,1.43,67.02,65.86,14302,46.14
24,5,13645,14226,63.51,62.03,1.48,74.76,73.47,14378,45.02
24,6,14139,14644,65.92,64.38,1.54,69.01,67.79,14805,45.02
24,7,15072,15467,67.84,66.31,1.53,54.45,53.45,15665,46.79
24,8,15892,16408,71.38,69.8,1.63,56.8,55.9,16614,50.14
24,9,16333,17548,81.7,79.79,1.87,76.48,75.31,17774,59.07
24,10,16733,18273,93.35,89.76,2.11,86.93,85.59,18511,57.9
24,11,16622,18421,91.69,87.5,2.06,78.28,76.98,18666,50.62
24,12,16580,18174,90.32,85.67,2.01,67.6,66.23,18416,45.02
24,13,16384,17717,82.12,77.9,1.83,70.18,68.3,17959,42.38
24,14,16193,17277,76.5,73.05,1.72,60,58.88,17518,40.6
24,15,16001,17014,74.26,71.13,1.67,57.59,56.63,17244,40.47
24,16,16104,17050,72.35,69.44,1.64,59.44,58.45,17278,40.42
24,17,17371,17838,87.27,83.65,1.98,69.43,67.92,18092,63
24,18,18142,19460,109.69,103.79,2.46,83.77,80.96,19717,53.7
24,19,17915,19614,106.42,100.92,2.36,73.52,71.57,19852,51.34
24,20,17818,19213,92.92,88.61,2.07,62.61,61.53,19448,40.5
24,21,17215,18731,93.23,88.83,2.07,63.39,62.24,18964,49.8
24,22,16265,18047,82.25,78.75,1.82,79.14,76.99,18274,45.79
24,23,15439,17070,75.71,72.82,1.69,60.83,59.95,17262,48.55
24,24,14398,16062,63.63,62.06,1.46,60.87,59.94,16246,47.19
25,1,14300,15264,69.2,67.39,1.52,72.88,71.65,15457,50.36
25,2,14279,14824,68.24,66.05,1.49,65.5,64.29,15022,45.67
25,3,14208,14611,68.11,65.91,1.49,64.77,63.52,14825,45.48
25,4,14090,14525,67.09,65.01,1.47,67.74,66.45,14745,45.43
25,5,13908,14607,63,61.41,1.39,61.93,60.82,14796,45.16
25,6,14296,14894,63.95,62.54,1.41,58.51,57.45,15094,46.64
25,7,14678,15482,67.12,65.62,1.5,53.87,52.91,15680,48.36
25,8,15151,16150,67.12,65.65,1.47,52.82,51.91,16352,48.36
25,9,15647,17145,73.57,71.5,1.61,62.86,61.68,17350,47.72
25,10,16348,17810,81.24,78.91,1.78,67.13,65.99,18023,54.16
25,11,16530,18069,85.01,81.58,1.83,67.25,66.04,18291,40
25,12,16426,18081,84.94,81.67,1.83,67.57,66.02,18301,60
25,13,16155,17903,80.62,77.44,1.74,63.1,61.88,18119,44
25,14,15959,17530,74.76,72.34,1.61,62.1,61,17753,40
25,15,15895,17274,71.98,69.89,1.56,61.65,60.62,17492,58
25,16,15930,17346,71.07,69.11,1.55,60.6,59.65,17546,62
25,17,17096,18284,92.89,88.64,1.99,71.16,69.76,18487,49.31
25,18,17445,20030,120.89,118.22,2.67,84.61,82.13,20303,41
25,19,17466,20238,120.77,116.59,2.6,85.25,82.19,20500,61
25,20,17365,19872,106.46,101.83,2.27,68.82,67.5,20132,60.63
25,21,17143,19221,96.99,92.34,2.05,72.13,70.28,19465,46.84
25,22,16211,18129,91.89,87.38,1.92,62.17,61.09,18366,55.12
25,23,15429,16764,76.37,73.21,1.62,55.35,54.47,16983,49.42
25,24,14427,15587,67.44,65.33,1.46,60.19,59.24,15774,45.44
26,1,14546,14789,62.13,60.69,1.34,63.66,62.66,14986,61
26,2,14249,14440,62,60.57,1.34,63.13,61.99,14645,45
26,3,14103,14338,61.26,59.92,1.33,62.84,61.67,14551,46
26,4,14188,14362,61.26,59.92,1.33,62.76,61.57,14572,64
26,5,14323,14722,62,60.57,1.34,62.88,61.77,14926,60
26,6,15217,15964,64.09,62.72,1.37,63.44,62.25,16165,49
26,7,16658,18320,78,75.81,1.68,112.45,107.25,18563,43.52
26,8,18033,19684,86,84.15,1.85,110.82,105.81,19935,53.27
26,9,18054,19900,89.23,86.87,1.89,114.13,107.89,20153,42.95
26,10,17996,19879,92.5,91.28,1.98,93.79,90.04,20146,45
26,11,17862,19828,92.27,89.02,1.92,86.75,83.67,20090,45
26,12,17853,19643,92.27,89.02,1.92,81.77,79.15,19906,58
26,13,17733,19383,84.38,82.68,1.79,93.42,89.65,19653,55
26,14,17444,19132,78.79,77.34,1.66,90.89,87.32,19397,61
26,15,17264,18880,75.83,74.09,1.59,75.31,73.33,19149,67
26,16,17283,18956,75.78,74.66,1.61,71.27,69.73,19221,59
26,17,18360,19806,93.38,91.4,1.98,94.66,90.79,20070,48
26,18,18664,21231,120.03,117.49,2.57,145.37,140.34,21516,44
26,19,18888,21288,118.14,115.73,2.53,114.46,111.79,21572,42
26,20,18539,20807,106.95,105.3,2.3,107.19,105.11,21071,46
26,21,18384,20036,94.86,92.59,2.02,98.93,96.92,20300,51.91
26,22,17302,18771,88.72,84.77,1.83,90.19,87.01,19022,43.85
26,23,15880,17074,71.2,69.16,1.49,64.23,62.86,17299,40.91
26,24,14588,15659,61.26,59.97,1.29,63.74,62.37,15853,62
27,1,14016,14692,67.02,65.51,1.51,84.9,83.09,14903,57
27,2,13886,14271,64.03,62.58,1.45,77.07,75.64,14467,47
27,3,13868,14094,62.43,61.01,1.42,72.49,71.12,14298,49
27,4,13881,14107,62.43,61.01,1.42,69.88,68.44,14316,48
27,5,13876,14416,67.13,65.59,1.54,69.68,68.16,14632,46
27,6,14318,15623,67.89,66.35,1.54,92.52,90.77,15838,55
27,7,15878,17969,81.56,79.71,1.85,112.33,110.21,18180,46.73
27,8,17370,19275,87.5,85.81,1.98,115.51,113.36,19496,55.53
27,9,17293,19416,89.81,87.97,2.02,100.63,98.65,19640,58.92
27,10,17229,19417,91.63,89.82,2.04,102.67,100.68,19652,51.55
27,11,17166,19391,91.28,90.78,2.08,91.72,89.99,19626,51.16
27,12,17120,19305,90,89.81,2.04,85.38,84.2,19540,42.31
27,13,16885,19138,83.14,84.05,1.92,87.8,88.33,19372,67
27,14,16602,19023,77.85,79.63,1.81,90.38,94.53,19259,65
27,15,16566,18792,75.07,76.81,1.74,81.52,79.94,19029,50
27,16,16497,18791,74.07,75.28,1.71,79.56,78.05,19022,59
27,17,17736,19454,93.24,94.1,2.14,89.15,87.38,19703,41
27,18,18232,20757,119.03,119.13,2.72,106.41,104.43,21008,53
27,19,18104,20729,117.46,117.64,2.7,102.28,100.71,20976,54
27,20,17927,20201,106.45,107.36,2.45,88.6,87.18,20435,52
27,21,17687,19363,93.98,93.89,2.14,83.48,82.16,19590,53.76
27,22,16777,18135,84.6,82.73,1.87,57.33,56.37,18315,54.18
27,23,15406,16493,69.32,67.79,1.53,52.96,52.11,16714,44
27,24,14038,15097,65.22,63.78,1.44,62.42,61.36,15284,59
28,1,14148,14159,80.86,78.99,1.87,72.72,71.51,14373,57.91
28,2,13968,13713,72.29,70.61,1.68,62.58,61.58,13928,42.7
28,3,13853,13504,70.75,69.09,1.66,57.13,56.16,13715,40.95
28,4,13853,13452,70.75,69.09,1.66,53.92,53.04,13644,40.95
28,5,13994,13720,75.54,73.76,1.78,55.27,54.46,13914,48.47
28,6,14895,14725,84.76,82.7,2.06,60.69,59.89,14928,45
28,7,15875,16662,95.4,93.11,2.29,71.76,70.79,16865,51
28,8,17362,17924,101.82,99.41,2.41,65.08,64.67,18147,62
28,9,17694,18415,101.82,99.43,2.39,70.54,69.73,18644,67
28,10,17639,18721,101.82,99.44,2.38,103.5,102.12,18973,56.91
28,11,17665,18901,101.82,99.44,2.38,105.61,104.05,19147,56.91
28,12,17661,18900,101.82,99.44,2.38,83.13,82,19131,56.91
28,13,17508,18672,101.7,99.33,2.37,70.14,69.3,18894,56.81
28,14,17421,18474,96.63,94.37,2.26,75.66,74.78,18661,52.08
28,15,17342,18275,93.14,91.17,2.19,68.98,68.19,18494,48.8
28,16,17432,18274,95.27,93.04,2.23,69.25,68.48,18505,67.4
28,17,18053,18921,107.07,106.1,2.55,84.25,83.43,19163,61.53
28,18,19255,20345,122.75,129.02,2.97,110.85,109.58,20574,62
28,19,19240,20360,120.52,125.15,2.89,108.24,106.94,20584,45
28,20,18794,19791,112.22,112.69,2.59,98.44,97.3,20041,61.9
28,21,17736,19021,101.73,100.04,2.31,80.33,79.65,19292,45
28,22,16924,17792,95.8,93.66,2.14,88.44,87.45,18031,61
28,23,15550,16130,78.29,76.55,1.74,56.17,55.56,16316,53.36
28,24,13928,14706,69.55,68,1.55,57.08,56.35,14875,41.97
29,1,13595,13798,78.91,77.22,1.69,57.4,56.59,13977,56.43
29,2,13357,13402,69.38,67.86,1.52,54.87,54.03,13602,49.48
29,3,13271,13248,67,65.53,1.47,55.31,54.46,13447,52.21
29,4,13267,13221,66.11,64.65,1.46,55.02,54.21,13403,53.23
29,5,13359,13493,73.51,71.89,1.62,58.57,57.7,13697,44.74
29,6,14082,14647,90.23,88.17,2.06,65.62,64.57,14867,56.81
29,7,15025,16956,100.35,98.09,2.26,80.64,79.48,17180,67
29,8,16235,18165,109.63,106.8,2.44,64.32,63,18386,60
29,9,16317,18256,113.99,110.58,2.52,61.44,60.19,18506,63
29,10,16352,18299,113.99,110.6,2.5,64.56,63.29,18524,57
29,11,16450,18368,111.39,108.37,2.44,80.38,78.77,18596,56
29,12,16342,18389,100.41,98.2,2.21,75.95,74.37,18620,52.07
29,13,16283,18227,100.14,97.94,2.2,65.01,63.62,18466,51.83
29,14,16260,18120,95.98,93.86,2.12,62.58,61.24,18342,47.95
29,15,16136,17939,91.82,89.8,2.02,58.97,57.77,18254,45.55
29,16,16319,17963,94.68,92.58,2.1,69.03,67.58,18192,46.73
29,17,17038,18639,110.86,108.33,2.49,75.52,73.84,18873,60.17
29,18,17859,20253,128.87,126.07,2.8,115.51,112.71,20470,53
29,19,17902,20531,135,132.1,2.9,109.78,108.24,20720,51
29,20,17797,20160,126.65,123.75,2.71,91.41,90.3,20409,65
29,21,16910,19530,111.43,108.47,2.36,94.61,93.32,19781,51
29,22,15866,18356,100,97.88,2.12,90.9,89.64,18663,51
29,23,14745,16750,81.28,79.56,1.72,61.62,60.78,17001,54.42
29,24,13503,15314,74.12,72.55,1.57,61.21,60.24,15464,51.94
30,1,13666,14411,60.54,59.33,1.21,58.28,57.24,14622,46.46
30,2,13401,14040,59.23,58.03,1.2,62.97,61.91,14242,57
30,3,13221,13864,57,55.84,1.16,60.38,59.42,14057,53
30,4,13191,13841,57,55.84,1.16,63.07,62.01,14017,40
30,5,13612,14142,59.55,58.33,1.22,61.48,60.46,14329,57
30,6,14353,15301,67.04,65.63,1.41,63.18,62.15,15507,48.8
30,7,15817,17558,80.11,78.44,1.67,91.13,89.66,17795,61.04
30,8,17731,18832,80.18,78.52,1.66,80.52,79.43,19087,61.11
30,9,17766,18946,84.82,83.06,1.75,69.77,68.84,19239,65.4
30,10,17891,18889,85.14,83.38,1.76,70.32,69.01,19179,43.08
30,11,17888,18785,81.43,79.75,1.68,87.98,84.57,19064,43.08
30,12,17607,18521,76.95,75.37,1.58,85.97,82.68,18786,43.08
30,13,17501,18227,73.13,71.62,1.51,66.26,64.97,18475,41.53
30,14,17292,18026,70.16,68.71,1.45,57.34,56.58,18258,42
30,15,17178,17713,69.05,67.63,1.42,47.46,46.87,17926,42
30,16,17233,17659,69.15,67.73,1.42,55.88,55.18,17880,43.08
30,17,17950,18213,72.41,70.9,1.51,62.03,61.15,18466,40.24
30,18,18750,19580,103,101.28,2.07,68.75,67.68,19837,65
30,19,18753,19667,101.25,99.23,2.02,65.32,64.29,19936,46
30,20,18641,19177,94.65,92.76,1.89,63.56,62.6,19429,55
30,21,17671,18575,85.07,83.32,1.69,68.69,67.52,18840,59
30,22,16808,17672,79.85,77.34,1.56,68.01,66.28,17931,56.78
30,23,15485,16417,65.1,63.59,1.28,65.38,64.12,16617,45.74
30,24,13938,15154,61.92,60.36,1.2,51.78,50.96,15322,47.81
31,1,13623,14189,59.68,58.53,1.15,54.81,53.96,14348,57.4
31,2,13430,13682,56.97,55.87,1.1,56.55,55.68,13843,45
31,3,13128,13447,56.67,55.56,1.11,55.73,54.91,13625,53
31,4,13036,13400,56.81,55.7,1.11,55.09,54.28,13571,55
31,5,13426,13510,56.63,55.52,1.11,57.28,56.41,13699,63
31,6,13494,13954,56.81,55.7,1.11,57.54,56.65,14138,67
31,7,13874,14827,56.63,55.54,1.09,52.08,51.35,15013,55.09
31,8,14963,15758,56.97,55.88,1.09,45.22,44.62,15963,45
31,9,15889,16855,61.81,60.58,1.19,61.93,61.01,17095,58.47
31,10,16546,17454,63.81,64.84,1.29,68.86,67.79,17710,59.7
31,11,16645,17556,65.84,66.3,1.3,63.99,63,17806,52.98
31,12,16484,17336,66.35,66.64,1.32,60.9,60.06,17578,53.03
31,13,16270,16907,63.46,62.4,1.24,57.32,56.57,17121,48.58
31,14,15933,16518,61.99,60.82,1.2,56.62,55.84,16728,45.12
31,15,15563,16220,60.61,59.28,1.16,53.31,52.6,16447,41.44
31,16,15672,16184,60.77,59.28,1.18,50.85,50.17,16417,48.22
31,17,16767,16807,62.69,63.8,1.27,52.1,51.42,17026,43
31,18,17929,18359,77.5,85.01,1.69,66.76,65.79,18645,47.27
31,19,17878,18610,81.55,86.67,1.72,62.11,61.2,18779,44
31,20,17490,18178,70.87,75.89,1.5,60.85,59.97,18436,43
31,21,16900,17668,70.91,70.04,1.39,60.4,59.54,17912,58.42
31,22,16094,16938,63.04,61.66,1.2,59.78,59.02,17165,58.98
31,23,14886,15915,56.97,55.89,1.08,57.68,56.89,16097,59.8
31,24,13710,14830,56.75,55.68,1.07,46.77,46.13,14982,59.59
1,1,13232,13973,54.44,53.46,0.98,32.9,32.44,14145,56
1,2,12958,13479,52.13,51.18,0.95,46.52,45.88,13643,67
1,3,12623,13270,51.24,50.29,0.95,46.87,46.25,13447,65.68
1,4,12621,13175,51.24,50.29,0.95,43.62,43.05,13330,67.07
1,5,12625,13239,51.26,50.31,0.95,39.3,38.77,13400,67.07
1,6,12982,13510,52.13,51.17,0.96,44.83,44.22,13676,52
1,7,13310,14076,51.73,50.78,0.95,34.22,33.71,14288,54
1,8,14249,14728,51.95,50.99,0.96,30.84,30.4,14930,52
1,9,14865,15650,56.75,55.7,1.05,47.57,46.89,15850,66.53
1,10,15411,16254,60.14,59.03,1.11,57.01,56.22,16444,64.66
1,11,15538,16471,57.06,56.59,1.08,55.3,54.51,16648,62.81
1,12,15467,16498,61.5,60.5,1.13,56.86,56.07,16719,62.99
1,13,15080,16319,56.96,55.92,1.04,55.96,55.18,16547,63.81
1,14,14755,16001,56.75,55.72,1.03,37.08,36.58,16228,64.97
1,15,14520,15712,55.3,54.29,1.01,35.07,34.57,15954,65.71
1,16,14534,15712,55.71,54.69,1.02,41.36,40.79,15914,64.35
1,17,16010,16401,60.04,60.52,1.15,57.37,56.58,16594,63
1,18,16774,17880,75.48,79.49,1.5,69.16,68.23,18122,62
1,19,16910,17763,76.38,82,1.52,53.91,53.37,17982,63.69
1,20,16517,17074,72.51,77.07,1.44,50.54,50.01,17270,60.03
1,21,15915,16674,72.32,71.83,1.33,54.96,54.32,16890,51
1,22,15596,16011,62.75,63.27,1.15,51.19,50.63,16224,47
1,23,14626,15187,56.16,55.15,1.01,47.46,46.88,15397,65
1,24,13573,14330,54.98,53.99,0.99,38.47,37.98,14529,55
2,1,12511,13285,50.82,49.92,0.9,27.75,27.36,13494,65.71
2,2,12248,12782,48.43,47.57,0.86,41.72,41.13,12980,66.84
2,3,12053,12669,47.36,46.51,0.85,42.86,42.31,12859,67.02
2,4,12143,12723,47.55,46.7,0.85,43.27,42.71,12928,67.02
2,5,12413,13088,49.21,48.33,0.88,40.39,39.87,13265,66.85
2,6,13492,14289,53.05,52.12,0.93,50.58,49.9,14473,44
2,7,15329,16563,61.86,60.76,1.1,66.57,65.61,16782,65.03
2,8,17086,17834,61.52,60.44,1.08,60.78,60.01,18082,59
2,9,17294,17996,62.94,61.71,1.09,57.42,56.72,18248,55.03
